,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
262,,,155569,0,0,0,0,0,2,1.4,1.9,1,Daniel,1.0,257,False,,,45,155569.jpg,0.2,Amartey,0.3,False,,a,Leicester,13,1,1418,1418,1508,1508,0.2,0.2,Amartey,90,0,0,0,2,0,0,0,0,0,0,0,16,10.8,13.3,1.0,2.5,151,74,91,30,184,57,150,55,,,,,,,Daniel Amartey Amartey,Defender,0.2,0,D,LEI,759,0.011097821407020092,0.016957469284534454,1.0,1.0,0.0,0.011097821407020092,0.19055137038230896,0.16249607503414154,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
263,,,166477,0,0,0,0,0,2,1.4,1.9,8,Timothy,8.0,258,False,,,45,166477.jpg,1.8,Castagne,1.5,False,,a,Leicester,13,8,25326,25326,4575,4575,1.8,1.8,Castagne,90,1,0,0,2,0,0,0,0,0,0,1,23,42.8,19.0,37.0,9.9,11,4,58,14,23,3,18,3,,,,,,,Timothy Castagne Castagne,Defender,1.8,1,D,LEI,6157,0.05584317445755005,0.0,1.0,0.0,1.0,0.05584317445755005,0.1947219967842102,0.1947219967842102,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
264,,,166989,0,0,0,0,0,3,1.8,2.3,2,Youri,2.0,259,False,,,65,166989.jpg,0.3,Tielemans,2.3,False,,a,Leicester,13,2,5680,5680,11938,11938,0.3,0.3,Tielemans,90,0,0,0,2,0,0,0,0,0,0,0,13,11.8,17.1,16.0,4.5,145,51,67,45,84,48,86,49,,,,,2.0,,Youri Tielemans Tielemans,Midfielder,0.3,0,M,LEI,5956,0.0866389349102974,0.04894941300153732,4.0,1.0,0.0,0.0866389349102974,0.15470141172409058,0.1075328141450882,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
265,,,168580,0,0,0,0,0,3,1.1,1.6,0,Ayoze,0.0,260,False,,,50,168580.jpg,0.0,Pérez,0.1,False,,a,Leicester,13,0,453,453,1032,1032,0.0,0.0,Pérez,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,496,203,505,211,475,193,507,209,,,,,,,Ayoze Pérez Pérez,Midfielder,0.0,0,M,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
266,,,172780,0,0,0,0,0,3,2.2,2.7,5,James,5.0,261,False,,,80,172780.jpg,0.6,Maddison,4.9,False,,a,Leicester,13,5,12326,12326,20715,20715,0.6,0.6,Maddison,90,0,1,0,2,0,0,0,0,0,0,0,19,28.2,62.2,60.0,15.0,42,18,2,2,5,3,5,3,1.0,,1.0,,,,James Maddison Maddison,Midfielder,0.6,1,M,LEI,6818,0.2619233727455139,0.13168248534202576,6.0,5.0,0.0,0.2619233727455139,0.32414427399635315,0.10935421288013458,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
267,,,173515,0,0,0,0,0,4,1.5,2.0,0,Kelechi,0.0,262,False,,,65,173515.jpg,0.0,Iheanacho,1.0,False,,a,Leicester,13,0,2938,2938,11807,11807,0.0,0.0,Iheanacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,559,50,563,53,560,51,563,53,,,,,3.0,,Kelechi Iheanacho Iheanacho,Forward,0.0,0,F,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
268,,,197469,0,0,0,0,0,3,0.5,1.0,0,Hamza,0.0,263,False,,,45,197469.jpg,0.0,Choudhury,0.2,False,,a,Leicester,13,0,826,826,992,992,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,137,392,147,342,123,408,146,,,,,,,Hamza Choudhury Choudhury,Midfielder,0.0,0,M,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
269,0.0,0.0,201666,0,0,0,0,0,3,0.0,0.0,0,Harvey,0.0,264,False,Knee injury - Expected back 27 Aug,2022-08-05T13:30:06.644219Z,70,201666.jpg,0.0,Barnes,1.9,False,,i,Leicester,13,0,140,140,37339,37339,0.0,0.0,Barnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,566,246,568,247,566,246,568,247,,,,,,,Harvey Barnes Barnes,Midfielder,0.0,0,M,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
270,,,203341,0,0,0,0,0,3,1.1,1.6,2,Wilfred,2.0,265,False,,,50,203341.jpg,0.4,Ndidi,0.4,False,,a,Leicester,13,2,2052,2052,2338,2338,0.4,0.4,Ndidi,90,0,0,0,2,0,0,0,0,0,0,0,12,9.8,5.1,0.0,1.5,161,60,127,75,490,201,208,95,,,,,,,Wilfred Ndidi Ndidi,Midfielder,0.4,0,M,LEI,5545,0.0,0.0,0.0,0.0,0.0,0.0,0.09875907748937607,0.09875907748937607,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
271,,,215413,0,0,0,0,0,3,1.1,1.6,10,Kiernan,10.0,266,False,,,50,215413.jpg,2.0,Dewsbury-Hall,1.2,False,,a,Leicester,13,10,31681,31681,4493,4493,2.0,2.0,Dewsbury-Hall,72,1,0,0,1,0,0,0,0,0,0,3,34,42.4,15.3,9.0,6.7,12,4,78,50,104,62,43,26,3.0,,3.0,,,,Kiernan Dewsbury-Hall Dewsbury-Hall,Midfielder,2.0,1,M,LEI,9739,0.026573622599244118,0.013236209750175476,1.0,1.0,1.0,0.026573622599244118,0.17401738464832306,0.1342075616121292,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
272,,,218031,0,0,0,0,0,2,1.4,1.9,0,Çaglar,0.0,267,False,,,45,218031.jpg,0.0,Söyüncü,0.6,False,,a,Leicester,13,0,988,988,4277,4277,0.0,0.0,Söyüncü,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,406,179,407,176,364,161,422,179,,,,,,,Çaglar Söyüncü Söyüncü,Defender,0.0,0,D,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
273,,,220627,0,0,0,0,0,2,1.4,1.9,1,James,1.0,268,False,,,45,220627.jpg,0.2,Justin,1.5,False,,a,Leicester,13,1,1699,1699,4964,4964,0.2,0.2,Justin,90,0,0,0,2,0,0,0,0,0,0,0,12,13.4,16.4,0.0,3.0,127,62,72,20,368,164,134,43,,,,,,,James Justin Justin,Defender,0.2,0,D,LEI,7753,0.0,0.038089554756879807,0.0,1.0,0.0,0.0,0.12179631739854813,0.08370676636695862,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
274,,,225902,0,0,0,0,0,3,0.5,1.0,0,Boubakary,0.0,269,False,,,45,225902.jpg,0.0,Soumaré,0.5,False,,a,Leicester,13,0,1944,1944,2627,2627,0.0,0.0,Soumaré,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,413,147,416,157,376,133,429,156,,,,,,,Boubakary Soumaré Soumaré,Midfielder,0.0,0,M,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
275,,,244619,0,0,0,0,0,2,1.4,1.9,0,Luke,0.0,270,False,,,45,244619.jpg,0.0,Thomas,0.1,False,,a,Leicester,13,0,119,119,517,517,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,424,188,428,187,388,175,439,187,,,,,,,Luke Thomas Thomas,Defender,0.0,0,D,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
276,,,245419,0,0,0,0,0,4,1.3,1.8,1,Patson,1.0,271,False,,,60,245419.jpg,0.2,Daka,1.4,False,,a,Leicester,13,1,5312,5312,13974,13974,0.2,0.2,Daka,17,0,0,0,1,0,0,0,0,0,0,0,4,1.2,0.1,0.0,0.1,251,23,258,33,557,49,279,32,,,,,,,Patson Daka Daka,Forward,0.2,0,F,LEI,9738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
277,,,444463,0,0,0,0,0,2,1.4,1.9,1,Wesley,1.0,272,False,,,45,444463.jpg,0.2,Fofana,1.7,False,,a,Leicester,13,1,6506,6506,6894,6894,0.2,0.2,Fofana,90,0,0,0,2,0,0,0,0,0,0,0,12,19.2,3.3,6.0,2.9,80,34,145,42,122,27,136,45,,,,,,,Wesley Fofana Fofana,Defender,0.2,0,D,LEI,7589,0.01361841056495905,0.0,1.0,0.0,0.0,0.01361841056495905,0.16249607503414154,0.16249607503414154,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
278,,,232620,0,0,0,0,0,2,0.5,1.0,0,Lewis,0.0,273,False,,,40,232620.jpg,0.0,Brunt,0.3,False,,a,Leicester,13,0,981,981,1164,1164,0.0,0.0,Brunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,308,119,303,116,237,81,324,119,,,,,,,Lewis Brunt Brunt,Defender,0.0,0,D,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
279,,,207270,0,0,0,0,0,1,0.5,1.0,0,Daniel,0.0,548,False,,,40,207270.jpg,0.0,Iversen,3.0,False,,a,Leicester,13,0,5490,5490,9678,9678,0.0,0.0,Iversen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,297,38,292,19,225,19,313,38,,,,,,,Daniel Iversen Iversen,Goalkeeper,0.0,0,GK,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
280,,,106837,0,0,0,0,0,3,1.1,1.6,0,Dennis,0.0,549,False,,,50,106837.jpg,0.0,Praet,0.0,False,,a,Leicester,13,0,48,48,123,123,0.0,0.0,Praet,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,194,495,203,462,182,498,201,,,,,,,Dennis Praet Praet,Midfielder,0.0,0,M,LEI,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[4, 2, 4, 3]",3.25,"[2, 3, 4, 5]","['Arsenal', 'Southampton', 'Chelsea', 'Man Utd']","['a', 'H', 'a', 'H']"
281,0.0,0.0,55914,0,0,0,0,0,2,0.0,0.0,0,Liam,0.0,221,False,Lack of match fitness - Expected back 21 Aug,2022-08-04T15:00:05.443573Z,45,55914.jpg,0.0,Cooper,0.1,False,,i,Leeds,2,0,15,15,1056,1056,0.0,0.0,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,336,142,332,139,268,106,352,142,,,,,,,Liam Cooper Cooper,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
282,0.0,0.0,66588,0,0,0,0,0,2,0.0,0.0,0,Luke,0.0,222,False,Knee injury - Expected back 27 Aug,2022-07-05T15:30:04.180211Z,45,66588.jpg,0.0,Ayling,0.0,False,,i,Leeds,2,0,81,81,223,223,0.0,0.0,Ayling,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,346,150,342,147,281,116,362,150,,,,,,,Luke Ayling Ayling,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
283,,,72222,0,0,0,0,0,3,1.1,1.1,1,Mateusz,1.0,223,False,,,50,72222.jpg,0.2,Klich,0.1,False,,a,Leeds,2,1,203,203,655,655,0.2,0.2,Klich,25,0,0,0,0,0,0,0,0,0,0,0,2,1.4,5.3,4.0,1.1,248,113,125,73,139,76,222,101,,,,,3.0,,Mateusz Klich Klich,Midfielder,0.2,0,M,LEE,4381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
284,0.0,0.0,80179,0,0,0,0,0,3,0.0,0.0,0,Adam,0.0,224,False,Knee injury - Expected back 13 Aug,2022-08-01T17:30:04.808860Z,45,80179.jpg,0.0,Forshaw,0.1,False,,i,Leeds,2,0,34,34,530,530,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,348,123,344,133,284,108,364,132,,,3.0,,,,Adam Forshaw Forshaw,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
285,,,80954,0,0,0,0,0,3,1.7,1.7,7,Rodrigo,7.0,225,False,,,60,80954.jpg,1.2,Moreno,1.3,False,,a,Leeds,2,7,22278,22278,5163,5163,1.2,1.2,Rodrigo,64,1,0,0,1,0,0,0,0,0,0,0,23,34.8,1.1,29.0,6.5,32,14,193,108,37,18,48,29,,,,,4.0,,Rodrigo Moreno Rodrigo,Midfielder,1.2,1,M,LEE,2381,0.1362607330083847,0.0,3.0,0.0,1.0,0.1362607330083847,0.0688546672463417,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
286,0.0,0.0,87873,0,0,0,0,0,2,0.0,0.0,0,Stuart,0.0,226,False,Leg injury - Expected back 05 Nov,2022-07-05T15:30:04.195729Z,50,87873.jpg,0.0,Dallas,0.0,False,,i,Leeds,2,0,34,34,181,181,0.0,0.0,Dallas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,197,488,197,454,190,493,197,2.0,,,,,,Stuart Dallas Dallas,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
287,,,106617,0,0,0,0,0,4,1.9,1.9,5,Patrick,5.0,227,False,,,75,106617.jpg,0.7,Bamford,1.5,False,,a,Leeds,2,5,8009,8009,7219,7219,0.7,0.7,Bamford,83,0,1,0,1,0,0,0,0,0,0,0,8,6.4,1.2,34.0,4.2,191,13,190,21,32,10,93,15,,,,,1.0,,Patrick Bamford Bamford,Forward,0.7,1,F,LEE,822,0.42691925168037415,0.0,2.0,0.0,0.0,0.42691925168037415,0.42691925168037415,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
288,,,149915,0,0,0,0,0,2,1.4,1.4,2,Diego,2.0,228,False,,,45,149915.jpg,0.4,Llorente,0.3,False,,a,Leeds,2,2,703,703,1045,1045,0.4,0.4,Llorente,90,0,0,0,1,0,0,0,0,0,0,0,16,23.0,0.5,2.0,2.6,60,23,217,76,155,44,146,51,,,,,,,Diego Llorente Llorente,Defender,0.4,0,D,LEE,2163,0.0,0.0,0.0,0.0,0.0,0.0,0.41390371322631836,0.41390371322631836,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
289,0.0,0.0,173821,0,0,0,0,0,3,0.0,0.0,0,Tyler,0.0,229,False,Joined QPR on loan - Expected back 01 Jul,2022-07-08T11:00:04.089064Z,50,173821.jpg,0.0,Roberts,0.0,False,,u,Leeds,2,0,0,0,7,7,0.0,0.0,Roberts,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,205,507,213,479,195,509,211,,,,,,,Tyler Roberts Roberts,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
290,,,193645,0,0,0,0,0,2,1.4,1.4,2,Robin,2.0,230,False,,,45,193645.jpg,0.4,Koch,0.1,False,,a,Leeds,2,2,434,434,403,403,0.4,0.4,Koch,90,0,0,0,1,0,0,0,0,0,0,0,19,25.4,0.3,4.0,3.0,51,19,229,82,136,37,133,42,,,,,,,Robin Koch Koch,Defender,0.4,0,D,LEE,6273,0.032678086310625076,0.0,1.0,0.0,0.0,0.032678086310625076,0.44206440448760986,0.44206440448760986,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
291,100.0,0.0,200617,0,0,0,0,0,3,1.7,0.0,0,Daniel,0.0,231,False,,2022-07-05T15:30:04.208215Z,60,200617.jpg,0.0,James,0.0,False,,a,Leeds,2,0,396,396,209,209,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,554,242,559,243,553,241,559,243,,,,,,,Daniel James James,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
292,0.0,0.0,219961,0,0,0,0,0,3,0.0,0.0,0,Raphael,0.0,232,False,Transferred to Barcelona,2022-07-15T15:56:51.961298Z,70,219961.jpg,0.0,Dias Belloli,0.2,False,,u,Leeds,2,0,0,0,3792,3792,0.0,0.0,Raphinha,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,567,247,569,248,568,247,569,248,,,,,,,Raphael Dias Belloli Raphinha,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
293,,,221399,0,0,0,0,0,3,1.7,1.7,6,Jack,6.0,233,False,,,60,221399.jpg,1.0,Harrison,1.1,False,,a,Leeds,2,6,8201,8201,3641,3641,1.0,1.0,Harrison,90,0,1,0,1,0,0,0,1,0,0,2,25,34.8,78.8,10.0,12.4,33,15,1,1,100,59,9,6,3.0,,,,,,Jack Harrison Harrison,Midfielder,1.0,1,M,LEE,8720,0.0,0.6699734330177307,0.0,7.0,0.0,0.0,0.440265417098999,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
294,0.0,0.0,221610,0,0,0,0,0,3,0.0,0.0,0,Jamie,0.0,234,False,Joined Millwall on loan - Expected back 01 Jul,2022-07-19T23:00:04.159636Z,45,221610.jpg,0.0,Shackleton,0.0,False,,u,Leeds,2,0,0,0,93,93,0.0,0.0,Shackleton,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,145,412,155,370,131,426,154,,,,,,,Jamie Shackleton Shackleton,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
295,,,222694,0,0,0,0,0,2,1.4,1.4,2,Pascal,2.0,235,False,,,45,222694.jpg,0.4,Struijk,0.1,False,,a,Leeds,2,2,278,278,403,403,0.4,0.4,Struijk,90,0,0,0,1,0,0,0,0,0,0,0,10,20.2,1.3,4.0,2.6,75,32,186,63,137,38,148,53,,,,,,,Pascal Struijk Struijk,Defender,0.4,0,D,LEE,8717,0.08713088929653168,0.0,1.0,0.0,0.0,0.08713088929653168,0.41390371322631836,0.41390371322631836,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
296,,,223081,0,0,0,0,0,1,0.5,0.5,0,Kristoffer,0.0,236,False,,,40,223081.jpg,0.0,Klaesson,0.5,False,,a,Leeds,2,0,623,623,943,943,0.0,0.0,Klaesson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,304,41,299,22,233,22,320,41,,,,,,,Kristoffer Klaesson Klaesson,Goalkeeper,0.0,0,GK,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
297,,,248937,0,0,0,0,0,4,0.5,0.5,1,Sam,1.0,237,False,,,45,248937.jpg,0.2,Greenwood,23.2,False,,a,Leeds,2,1,42545,42545,66274,66274,0.2,0.2,Greenwood,17,0,0,0,0,0,0,0,0,0,0,0,4,0.4,0.5,21.0,2.2,258,25,220,28,58,16,166,19,,,,,,,Sam Greenwood Greenwood,Forward,0.2,0,F,LEE,9493,0.1371113508939743,0.0,2.0,0.0,0.0,0.1371113508939743,0.5054292678833008,0.41390371322631836,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
298,,,437495,0,0,0,0,0,1,1.7,1.7,3,Illan,3.0,238,False,,,45,437495.jpg,0.7,Meslier,2.6,False,,a,Leeds,2,3,5414,5414,6247,6247,0.7,0.7,Meslier,90,0,0,0,1,0,0,0,0,0,5,0,19,38.8,0.0,0.0,3.9,22,3,436,44,397,44,104,3,,,,,,,Illan Meslier Meslier,Goalkeeper,0.7,0,GK,LEE,8715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
299,0.0,0.0,443967,0,0,0,0,0,2,0.0,0.0,0,Junior,0.0,239,False,Knock - Expected back 27 Aug,2022-07-13T09:30:03.852560Z,45,443967.jpg,0.0,Firpo Adames,0.0,False,,i,Leeds,2,0,15,15,91,91,0.0,0.0,Firpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,439,193,442,192,403,181,451,192,,,,,,,Junior Firpo Adames Firpo,Defender,0.0,0,D,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
300,,,450070,0,0,0,0,0,3,0.5,0.5,1,Crysencio,1.0,240,False,,,45,450070.jpg,0.2,Summerville,0.2,False,,a,Leeds,2,1,1850,1850,1093,1093,0.2,0.2,Summerville,5,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.3,2.0,0.1,442,162,234,121,164,88,275,129,,,,,,,Crysencio Summerville Summerville,Midfielder,0.2,0,M,LEE,9492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
301,0.0,0.0,450529,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,241,False,Season-long loan to Oxford United,2022-08-04T13:22:00.438950Z,45,450529.jpg,0.0,Bate,0.0,False,,u,Leeds,2,0,0,0,323,323,0.0,0.0,Bate,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,443,163,445,171,406,148,454,170,,,,,,,Lewis Bate Bate,Midfielder,0.0,0,M,LEE,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
302,,,462635,0,0,0,0,0,4,1.0,1.0,1,Joe,1.0,242,False,,,55,462635.jpg,0.2,Gelhardt,0.7,False,,a,Leeds,2,1,1185,1185,3982,3982,0.2,0.2,Gelhardt,6,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.3,0.0,0.1,264,26,242,31,545,45,278,31,,,,,,,Joe Gelhardt Gelhardt,Forward,0.2,0,F,LEE,9339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 2, 2]",2.5,"[2, 3, 4, 5]","['Southampton', 'Chelsea', 'Brighton', 'Everton']","['a', 'H', 'a', 'H']"
